,carat,depth,table,price,cut_encoded,color_encoded,clarity_encoded,carat_bins
6320,1.11,61.2,61.0,4028,3,1,1,"(0.98, 1.24]"
6324,0.71,60.1,56.0,4029,4,6,3,"(0.46, 0.72]"
6325,0.71,61.2,57.0,4029,4,6,3,"(0.46, 0.72]"
6326,0.71,61.2,55.0,4029,4,6,3,"(0.46, 0.72]"
6327,0.71,60.9,56.0,4029,4,6,3,"(0.46, 0.72]"
6328,0.71,61.7,56.0,4029,4,6,3,"(0.46, 0.72]"
6329,0.91,61.3,56.0,4029,4,3,4,"(0.72, 0.98]"
6330,0.71,61.2,57.0,4030,4,5,5,"(0.46, 0.72]"
6334,1.0,61.0,57.0,4032,3,2,1,"(0.98, 1.24]"
6335,1.0,62.8,57.0,4032,3,0,4,"(0.98, 1.24]"
6336,1.0,62.3,56.0,4032,4,0,4,"(0.98, 1.24]"
6337,1.0,61.0,57.0,4032,3,2,1,"(0.98, 1.24]"
6339,0.9,61.5,57.0,4032,4,3,1,"(0.72, 0.98]"
6344,0.9,61.6,58.0,4032,3,2,3,"(0.72, 0.98]"
6347,1.0,57.4,59.0,4032,1,1,5,"(0.98, 1.24]"
6350,0.91,62.6,57.0,4033,4,2,3,"(0.72, 0.98]"
6352,0.9,60.1,58.0,4034,2,5,2,"(0.72, 0.98]"
6355,1.03,58.9,56.0,4035,4,5,2,"(0.98, 1.24]"
6357,0.9,62.4,55.0,4036,4,3,2,"(0.72, 0.98]"
6360,0.32,63.2,56.0,576,2,1,3,"(0.197, 0.46]"
6363,0.32,63.0,55.0,576,4,1,3,"(0.197, 0.46]"
6364,0.32,63.4,55.0,576,2,1,3,"(0.197, 0.46]"
6365,0.32,61.9,59.0,576,3,2,2,"(0.197, 0.46]"
6368,0.32,62.2,56.0,576,3,2,2,"(0.197, 0.46]"
6370,0.32,63.1,55.0,576,2,2,2,"(0.197, 0.46]"
6371,0.32,61.2,58.0,576,3,5,1,"(0.197, 0.46]"
6373,0.32,61.7,60.0,576,3,5,1,"(0.197, 0.46]"
6376,0.25,60.7,59.0,576,2,4,6,"(0.197, 0.46]"
6380,0.25,62.5,59.0,576,3,5,5,"(0.197, 0.46]"
6385,0.25,62.5,59.0,576,3,5,5,"(0.197, 0.46]"
6386,0.25,63.1,56.0,576,1,5,5,"(0.197, 0.46]"
6388,0.25,62.9,58.0,576,2,5,6,"(0.197, 0.46]"
6389,0.36,60.2,58.0,576,3,4,2,"(0.197, 0.46]"
6390,1.04,60.2,56.0,4036,3,0,2,"(0.98, 1.24]"
6391,0.77,59.4,59.0,4037,3,6,4,"(0.72, 0.98]"
6392,0.92,61.8,59.0,4037,3,4,2,"(0.72, 0.98]"
6393,0.92,62.9,56.0,4037,2,4,2,"(0.72, 0.98]"
6396,1.02,59.1,60.0,4037,3,2,2,"(0.98, 1.24]"
6407,1.02,61.1,61.0,4039,2,2,1,"(0.98, 1.24]"
6408,0.76,62.1,55.0,4039,4,5,3,"(0.72, 0.98]"
6409,0.77,62.2,55.0,4039,4,6,4,"(0.72, 0.98]"
6411,1.13,59.4,62.0,4040,3,5,1,"(0.98, 1.24]"
6412,0.74,65.4,53.0,4040,0,6,5,"(0.72, 0.98]"
6414,1.05,61.4,58.0,4042,2,2,1,"(0.98, 1.24]"
6417,0.54,61.3,56.0,4042,4,6,6,"(0.46, 0.72]"
6419,1.02,61.0,58.0,4043,3,4,1,"(0.98, 1.24]"
6420,0.8,60.9,57.0,4043,4,4,3,"(0.72, 0.98]"
6421,0.8,62.1,56.0,4043,4,4,3,"(0.72, 0.98]"
6423,0.9,62.4,56.0,4044,4,2,3,"(0.72, 0.98]"
6425,1.01,60.6,58.0,4044,3,5,1,"(0.98, 1.24]"
6427,0.9,61.4,56.0,4044,4,3,1,"(0.72, 0.98]"
6439,1.29,63.2,54.0,4045,2,3,1,"(1.24, 1.5]"
6441,0.79,61.3,56.0,4046,4,2,7,"(0.72, 0.98]"
6448,1.1,62.6,57.0,4048,4,2,3,"(0.98, 1.24]"
6452,1.14,61.3,55.8,4050,2,4,0,"(0.98, 1.24]"
6455,0.91,61.5,56.0,4051,3,6,1,"(0.72, 0.98]"
6456,0.91,62.2,59.0,4051,3,6,1,"(0.72, 0.98]"
6457,0.91,61.1,60.0,4051,3,6,1,"(0.72, 0.98]"
6461,0.71,61.1,57.0,4053,4,5,4,"(0.46, 0.72]"
6462,0.71,61.9,56.0,4053,4,5,4,"(0.46, 0.72]"
6463,0.8,61.1,56.0,4053,4,5,2,"(0.72, 0.98]"
6466,1.17,63.9,55.0,4054,1,0,2,"(0.98, 1.24]"
6469,0.9,59.8,54.0,4054,2,4,2,"(0.72, 0.98]"
6471,0.91,60.9,58.0,4054,2,4,1,"(0.72, 0.98]"
6472,1.03,62.4,56.0,4054,4,0,1,"(0.98, 1.24]"
6474,0.88,62.3,53.0,4054,4,4,2,"(0.72, 0.98]"
6482,1.22,62.2,60.0,4058,2,0,1,"(0.98, 1.24]"
6485,1.04,60.8,57.0,4059,4,0,2,"(0.98, 1.24]"
6486,0.9,62.4,57.0,4059,4,3,2,"(0.72, 0.98]"
6498,0.93,61.0,59.0,4062,3,3,2,"(0.72, 0.98]"
6501,0.97,59.9,59.0,4063,2,4,1,"(0.72, 0.98]"
6510,1.12,62.3,57.0,4064,3,0,2,"(0.98, 1.24]"
6511,1.12,62.7,55.0,4064,3,0,2,"(0.98, 1.24]"
6519,0.91,61.7,56.0,4066,2,2,4,"(0.72, 0.98]"
6525,0.9,62.4,63.0,4068,2,6,2,"(0.72, 0.98]"
6531,0.92,62.4,56.0,4068,4,3,1,"(0.72, 0.98]"
6532,0.95,62.2,56.0,4068,4,5,1,"(0.72, 0.98]"
6534,0.8,62.8,56.0,4070,4,4,4,"(0.72, 0.98]"
6538,1.18,63.6,57.0,4071,1,5,1,"(0.98, 1.24]"
6539,1.12,61.2,59.0,4071,3,6,1,"(0.98, 1.24]"
6546,1.01,59.4,59.0,4072,3,2,1,"(0.98, 1.24]"
6548,1.01,65.7,54.0,4072,0,3,3,"(0.98, 1.24]"
6552,1.01,60.5,60.0,4072,3,1,1,"(0.98, 1.24]"
6555,1.11,62.5,57.0,4073,4,0,1,"(0.98, 1.24]"
6556,0.9,61.6,58.0,4074,2,4,2,"(0.72, 0.98]"
6567,1.12,61.0,59.0,4077,3,2,1,"(0.98, 1.24]"
6572,1.0,62.6,56.0,4077,3,5,1,"(0.98, 1.24]"
6574,1.04,62.2,56.0,4077,4,2,1,"(0.98, 1.24]"
6575,1.12,61.3,58.0,4077,3,1,2,"(0.98, 1.24]"
6576,1.0,62.0,59.0,4077,3,5,1,"(0.98, 1.24]"
6581,0.9,62.4,56.0,4078,4,6,1,"(0.72, 0.98]"
6582,1.03,60.7,59.0,4078,3,2,1,"(0.98, 1.24]"
6583,1.03,61.3,56.0,4078,4,1,2,"(0.98, 1.24]"
6585,1.09,63.8,57.0,4078,2,1,1,"(0.98, 1.24]"
6587,1.01,61.3,59.0,4078,4,2,1,"(0.98, 1.24]"
6598,1.0,62.8,57.0,4081,2,4,1,"(0.98, 1.24]"
6606,0.91,60.6,56.0,4081,2,4,1,"(0.72, 0.98]"
6610,0.74,62.2,57.0,4082,4,5,5,"(0.72, 0.98]"
6611,0.72,61.8,56.0,4082,4,6,3,"(0.46, 0.72]"
6612,0.72,61.0,55.0,4082,4,6,3,"(0.46, 0.72]"
6614,0.9,61.3,59.0,4082,3,2,3,"(0.72, 0.98]"
6617,0.9,61.8,56.0,4082,3,2,3,"(0.72, 0.98]"
6620,1.1,62.8,57.0,4083,2,1,1,"(0.98, 1.24]"
6621,1.12,61.2,58.0,4084,3,3,1,"(0.98, 1.24]"
6623,1.02,62.6,56.0,4084,2,1,1,"(0.98, 1.24]"
6624,0.64,61.8,54.0,4084,4,6,6,"(0.46, 0.72]"
6625,1.1,64.2,56.0,4084,1,3,1,"(0.98, 1.24]"
6627,1.28,56.8,62.0,4086,1,2,1,"(1.24, 1.5]"
6628,0.8,62.1,56.0,4086,4,5,4,"(0.72, 0.98]"
6631,0.81,62.1,56.0,4087,4,6,3,"(0.72, 0.98]"
6633,1.0,58.6,59.0,4088,3,2,1,"(0.98, 1.24]"
6634,0.9,62.1,56.0,4088,4,3,2,"(0.72, 0.98]"
6637,0.9,61.4,58.0,4089,2,1,3,"(0.72, 0.98]"
6638,1.01,60.8,58.0,4089,3,5,1,"(0.98, 1.24]"
6640,0.92,60.6,60.0,4089,1,3,2,"(0.72, 0.98]"
6643,0.9,62.7,54.0,4091,4,5,1,"(0.72, 0.98]"
6644,1.17,59.9,59.0,4092,3,4,1,"(0.98, 1.24]"
6645,1.06,61.3,56.0,4092,4,1,1,"(0.98, 1.24]"
6646,0.79,61.7,56.0,4092,4,1,5,"(0.72, 0.98]"
6647,1.11,61.7,57.0,4092,4,0,1,"(0.98, 1.24]"
6648,0.9,63.1,61.0,4092,2,5,2,"(0.72, 0.98]"
6651,0.9,62.7,62.0,4092,3,5,2,"(0.72, 0.98]"
6652,0.9,63.1,60.0,4092,2,5,2,"(0.72, 0.98]"
6656,0.9,61.3,55.0,4093,4,1,4,"(0.72, 0.98]"
6658,1.08,62.3,56.0,4093,4,0,3,"(0.98, 1.24]"
6659,0.72,62.0,54.9,4094,4,5,5,"(0.46, 0.72]"
6662,1.03,57.7,63.0,4095,1,4,1,"(0.98, 1.24]"
6664,0.91,61.6,56.0,4096,4,2,2,"(0.72, 0.98]"
6665,1.11,60.9,59.0,4096,3,3,2,"(0.98, 1.24]"
6667,0.92,62.4,60.0,4096,3,6,1,"(0.72, 0.98]"
6669,1.06,60.9,58.0,4096,3,1,1,"(0.98, 1.24]"
6670,0.95,60.5,59.0,4098,2,0,5,"(0.72, 0.98]"
6673,1.23,61.8,56.0,4098,4,2,0,"(0.98, 1.24]"
6678,1.2,61.6,54.0,4099,4,0,3,"(0.98, 1.24]"
6679,1.03,60.9,57.0,4101,2,2,1,"(0.98, 1.24]"
6680,1.11,62.6,54.0,4101,4,0,1,"(0.98, 1.24]"
6682,0.9,61.8,56.0,4101,4,2,1,"(0.72, 0.98]"
6683,0.9,61.9,55.0,4101,4,2,1,"(0.72, 0.98]"
6684,1.03,61.7,63.0,4101,1,4,1,"(0.98, 1.24]"
6689,1.2,61.8,56.0,4102,2,0,1,"(0.98, 1.24]"
6694,0.31,61.7,56.0,408,4,3,1,"(0.197, 0.46]"
6695,0.31,63.3,53.0,408,1,1,2,"(0.197, 0.46]"
6696,0.31,60.5,57.0,408,4,3,1,"(0.197, 0.46]"
6698,0.31,63.3,54.0,408,1,3,1,"(0.197, 0.46]"
6701,0.25,59.7,61.0,409,2,5,3,"(0.197, 0.46]"
6703,0.25,62.1,60.0,410,2,6,4,"(0.197, 0.46]"
6704,0.36,61.6,60.0,410,3,0,2,"(0.197, 0.46]"
6705,0.3,62.0,57.0,411,4,0,4,"(0.197, 0.46]"
6707,0.23,58.5,61.0,411,3,6,3,"(0.197, 0.46]"
6708,0.24,62.5,55.0,412,2,5,4,"(0.197, 0.46]"
6712,0.27,62.2,58.0,413,2,6,4,"(0.197, 0.46]"
6718,0.33,61.4,57.0,413,4,4,1,"(0.197, 0.46]"
6719,0.3,61.1,58.0,413,4,6,1,"(0.197, 0.46]"
6723,0.27,60.9,57.0,577,4,4,3,"(0.197, 0.46]"
6726,0.27,61.7,57.0,577,4,4,4,"(0.197, 0.46]"
6729,0.25,59.8,59.0,577,3,2,6,"(0.197, 0.46]"
6730,0.25,60.1,62.0,577,3,2,6,"(0.197, 0.46]"
6735,0.26,61.6,54.0,578,4,1,4,"(0.197, 0.46]"
6736,0.3,61.5,57.0,578,2,5,4,"(0.197, 0.46]"
6737,0.4,62.6,53.0,579,2,4,1,"(0.197, 0.46]"
6738,0.4,62.1,57.0,579,2,4,1,"(0.197, 0.46]"
6742,0.33,62.2,56.0,579,4,3,3,"(0.197, 0.46]"
6743,0.33,60.6,61.0,579,2,3,3,"(0.197, 0.46]"
6747,0.33,60.3,60.0,579,2,5,2,"(0.197, 0.46]"
6748,0.33,61.3,59.0,579,3,3,3,"(0.197, 0.46]"
6749,0.33,61.5,56.0,579,4,2,4,"(0.197, 0.46]"
6752,1.09,60.1,62.0,4102,3,5,1,"(0.98, 1.24]"
6757,0.9,63.1,56.0,4103,2,4,2,"(0.72, 0.98]"
6760,1.2,62.2,54.0,4106,4,0,3,"(0.98, 1.24]"
6761,0.9,61.1,58.0,4106,3,5,2,"(0.72, 0.98]"
6765,1.3,63.3,57.0,4106,2,0,3,"(1.24, 1.5]"
6766,1.0,62.6,57.0,4107,2,1,1,"(0.98, 1.24]"
6770,0.91,62.2,57.0,4108,2,4,2,"(0.72, 0.98]"
6773,0.91,62.9,55.0,4109,4,2,4,"(0.72, 0.98]"
6774,0.93,61.5,57.0,4111,2,3,2,"(0.72, 0.98]"
6775,0.81,61.6,58.0,4111,4,2,7,"(0.72, 0.98]"
6781,1.0,57.6,62.0,4113,1,3,1,"(0.98, 1.24]"
6782,0.82,61.9,56.0,4113,4,6,2,"(0.72, 0.98]"
6784,1.02,61.1,61.0,4113,3,2,1,"(0.98, 1.24]"
6786,1.02,61.7,58.0,4113,3,1,2,"(0.98, 1.24]"
6788,0.96,62.6,60.0,4113,3,5,1,"(0.72, 0.98]"
6791,0.7,61.7,55.0,4114,4,4,5,"(0.46, 0.72]"
6798,1.01,63.4,58.0,4116,1,2,2,"(0.98, 1.24]"
6799,0.73,61.1,59.0,4116,2,6,4,"(0.72, 0.98]"
6801,0.92,62.3,63.0,4116,1,2,4,"(0.72, 0.98]"
6802,1.05,61.4,58.0,4116,3,2,1,"(0.98, 1.24]"
6803,1.05,61.7,56.0,4116,3,3,1,"(0.98, 1.24]"
6809,1.02,61.8,57.0,4118,4,1,1,"(0.98, 1.24]"
6811,1.01,60.6,58.0,4118,3,5,1,"(0.98, 1.24]"
6814,1.01,64.7,55.0,4118,0,5,1,"(0.98, 1.24]"
6818,1.01,62.9,56.0,4118,4,1,4,"(0.98, 1.24]"
6824,1.01,62.8,56.0,4119,4,2,1,"(0.98, 1.24]"
6826,1.01,59.3,59.0,4120,2,0,3,"(0.98, 1.24]"
6828,1.06,62.7,57.0,4120,4,2,2,"(0.98, 1.24]"
6829,1.11,61.8,58.0,4120,3,1,1,"(0.98, 1.24]"
6831,1.09,61.3,55.0,4120,3,1,1,"(0.98, 1.24]"
6836,1.01,61.0,60.0,4121,2,4,1,"(0.98, 1.24]"
6837,1.01,60.6,60.0,4121,3,4,1,"(0.98, 1.24]"
6838,0.91,62.2,59.0,4123,3,6,1,"(0.72, 0.98]"
6839,0.91,61.5,56.0,4123,2,6,1,"(0.72, 0.98]"
6840,0.91,61.1,60.0,4123,3,6,1,"(0.72, 0.98]"
6844,0.71,62.0,57.0,4124,4,5,5,"(0.46, 0.72]"
6846,1.08,63.0,54.0,4124,3,3,1,"(0.98, 1.24]"
6847,1.14,61.3,56.0,4124,4,4,0,"(0.98, 1.24]"
6853,0.8,61.9,55.0,4125,4,5,2,"(0.72, 0.98]"
6854,0.91,59.9,61.0,4125,1,3,3,"(0.72, 0.98]"
6858,0.8,62.2,55.0,4126,4,5,3,"(0.72, 0.98]"
6859,1.05,62.3,54.0,4126,4,0,1,"(0.98, 1.24]"
6860,1.07,61.2,58.0,4126,3,1,2,"(0.98, 1.24]"
6861,0.81,61.7,55.1,4127,4,3,5,"(0.72, 0.98]"
6862,0.74,60.8,60.0,4127,4,4,6,"(0.72, 0.98]"
6863,0.89,62.1,55.0,4127,4,4,2,"(0.72, 0.98]"
6865,0.9,61.5,56.0,4128,4,6,3,"(0.72, 0.98]"
6867,0.91,61.9,59.0,4128,3,2,3,"(0.72, 0.98]"
6869,1.07,61.2,57.0,4128,4,4,1,"(0.98, 1.24]"
6870,0.91,59.9,62.0,4128,3,2,3,"(0.72, 0.98]"
6873,1.01,61.7,56.0,4129,4,2,1,"(0.98, 1.24]"
6874,1.01,63.1,56.0,4129,2,1,4,"(0.98, 1.24]"
6879,0.82,62.1,56.0,4130,4,3,5,"(0.72, 0.98]"
6880,1.08,62.3,57.0,4130,4,1,1,"(0.98, 1.24]"
6882,1.01,60.1,60.0,4131,4,2,1,"(0.98, 1.24]"
6883,1.09,61.3,57.0,4131,4,0,3,"(0.98, 1.24]"
6885,1.06,62.8,56.0,4132,2,1,1,"(0.98, 1.24]"
6886,0.91,61.0,58.0,4132,4,5,2,"(0.72, 0.98]"
6887,1.22,62.2,60.0,4132,3,0,1,"(0.98, 1.24]"
6894,0.9,61.7,57.0,4133,3,5,1,"(0.72, 0.98]"
6895,0.9,61.9,55.0,4133,4,2,3,"(0.72, 0.98]"
6899,0.73,61.6,56.0,4134,4,6,3,"(0.72, 0.98]"
6902,0.82,61.6,57.0,4135,4,6,2,"(0.72, 0.98]"
6909,0.96,61.2,57.0,4136,2,2,3,"(0.72, 0.98]"
6910,0.9,62.7,57.0,4136,2,2,4,"(0.72, 0.98]"
6913,1.02,61.4,58.0,4137,2,0,2,"(0.98, 1.24]"
6927,1.05,61.5,59.0,4139,3,5,1,"(0.98, 1.24]"
6929,0.97,60.2,61.0,4140,2,3,2,"(0.72, 0.98]"
6934,0.8,61.6,57.0,4140,4,4,5,"(0.72, 0.98]"
6935,1.12,61.8,55.0,4140,4,4,1,"(0.98, 1.24]"
6936,0.93,62.6,57.0,4140,3,6,1,"(0.72, 0.98]"
6937,0.93,60.6,59.0,4140,3,6,1,"(0.72, 0.98]"
6943,0.91,62.0,59.0,4141,2,4,2,"(0.72, 0.98]"
6949,1.0,59.0,59.0,4144,3,4,2,"(0.98, 1.24]"
6950,1.0,62.8,57.0,4144,3,0,4,"(0.98, 1.24]"
6951,1.0,62.3,56.0,4144,4,0,4,"(0.98, 1.24]"
6953,0.93,62.3,58.0,4144,2,3,2,"(0.72, 0.98]"
6955,1.0,61.5,59.0,4144,3,4,1,"(0.98, 1.24]"
6958,0.8,62.6,54.0,4146,4,3,5,"(0.72, 0.98]"
6961,0.9,61.7,56.0,4147,4,5,2,"(0.72, 0.98]"
6966,1.14,62.6,57.0,4150,4,2,1,"(0.98, 1.24]"
6972,0.76,62.3,57.0,4150,4,6,5,"(0.72, 0.98]"
6977,0.9,61.1,58.0,4152,3,3,3,"(0.72, 0.98]"
6979,1.18,61.6,56.0,4153,4,5,0,"(0.98, 1.24]"
6980,1.01,61.3,57.0,4153,2,0,2,"(0.98, 1.24]"
6986,0.92,61.0,62.0,4155,3,2,4,"(0.72, 0.98]"
6989,0.9,61.3,59.0,4155,3,2,3,"(0.72, 0.98]"
6990,0.9,61.8,56.0,4155,2,2,3,"(0.72, 0.98]"
6994,1.06,61.9,59.0,4155,3,4,2,"(0.98, 1.24]"
7000,1.0,62.8,57.0,4155,3,4,1,"(0.98, 1.24]"
7001,1.0,59.7,64.0,4155,1,1,3,"(0.98, 1.24]"
7002,1.0,57.6,62.0,4155,1,6,2,"(0.98, 1.24]"
7007,0.9,61.5,61.0,4156,1,2,3,"(0.72, 0.98]"
7009,0.74,61.7,57.0,4157,4,4,5,"(0.72, 0.98]"
7010,0.9,62.0,53.0,4157,4,1,3,"(0.72, 0.98]"
7012,1.16,58.8,61.0,4157,3,2,1,"(0.98, 1.24]"
7019,1.1,62.8,57.0,4158,4,1,1,"(0.98, 1.24]"
7020,1.12,61.2,58.0,4158,3,3,1,"(0.98, 1.24]"
7023,1.12,56.7,62.0,4158,1,3,1,"(0.98, 1.24]"
7026,0.9,59.9,59.0,4158,3,4,2,"(0.72, 0.98]"
7028,0.83,61.9,56.0,4159,4,6,2,"(0.72, 0.98]"
7030,0.94,61.3,61.0,4159,3,3,2,"(0.72, 0.98]"
7032,0.91,61.8,56.0,4160,4,5,1,"(0.72, 0.98]"
7033,1.32,61.2,59.0,4160,3,0,1,"(1.24, 1.5]"
7035,0.9,62.1,56.0,4161,4,3,2,"(0.72, 0.98]"
7036,0.9,61.9,55.0,4161,4,3,2,"(0.72, 0.98]"
7038,1.02,63.0,58.0,4162,2,4,1,"(0.98, 1.24]"
7039,1.02,60.4,60.0,4162,2,4,1,"(0.98, 1.24]"
7042,1.06,61.1,62.0,4162,2,3,1,"(0.98, 1.24]"
7045,1.02,63.8,53.0,4162,1,4,1,"(0.98, 1.24]"
7048,0.93,62.9,56.0,4163,2,3,1,"(0.72, 0.98]"
7050,0.33,62.5,55.0,579,4,5,2,"(0.197, 0.46]"
7051,0.33,62.4,56.0,579,4,1,5,"(0.197, 0.46]"
7055,0.33,62.7,56.0,579,2,5,2,"(0.197, 0.46]"
7056,0.33,61.9,59.0,579,3,3,3,"(0.197, 0.46]"
7057,0.33,62.4,56.0,579,4,5,2,"(0.197, 0.46]"
7062,0.33,62.0,58.0,579,2,3,3,"(0.197, 0.46]"
7064,0.33,59.3,61.0,579,2,3,3,"(0.197, 0.46]"
7066,0.33,61.8,56.0,579,4,2,4,"(0.197, 0.46]"
7067,0.33,62.6,58.0,579,3,3,3,"(0.197, 0.46]"
7068,0.33,61.4,58.0,579,3,1,5,"(0.197, 0.46]"
7071,0.33,62.4,57.0,579,4,1,5,"(0.197, 0.46]"
7073,0.33,61.1,59.0,579,2,3,3,"(0.197, 0.46]"
7074,0.33,60.8,58.0,579,3,3,3,"(0.197, 0.46]"
7076,0.33,62.2,59.0,579,3,5,2,"(0.197, 0.46]"
7077,0.33,61.9,58.0,579,3,2,4,"(0.197, 0.46]"
7078,0.33,62.1,59.0,579,3,2,4,"(0.197, 0.46]"
7079,0.33,61.6,55.0,579,4,3,3,"(0.197, 0.46]"
7083,0.85,61.6,54.0,4164,4,3,4,"(0.72, 0.98]"
7084,0.9,63.1,61.0,4165,1,5,2,"(0.72, 0.98]"
7098,0.71,62.2,56.0,4167,4,4,5,"(0.46, 0.72]"
7100,1.17,59.9,59.0,4167,3,4,1,"(0.98, 1.24]"
7102,1.06,61.3,56.0,4167,4,1,1,"(0.98, 1.24]"
7103,0.9,60.8,56.0,4167,4,6,1,"(0.72, 0.98]"
7105,1.51,65.6,54.0,4167,0,3,0,"(1.5, 1.76]"
7108,0.92,62.4,60.0,4168,2,6,1,"(0.72, 0.98]"
7110,1.19,58.6,61.0,4168,3,6,1,"(0.98, 1.24]"
7112,0.8,61.0,57.0,4170,4,6,3,"(0.72, 0.98]"
7114,0.7,61.6,61.0,4171,2,5,6,"(0.46, 0.72]"
7115,1.01,62.9,55.0,4171,2,1,1,"(0.98, 1.24]"
7120,1.0,62.4,57.0,4172,4,2,3,"(0.98, 1.24]"
7121,0.6,62.5,55.0,4172,4,6,6,"(0.46, 0.72]"
7122,1.0,61.6,58.0,4172,2,2,1,"(0.98, 1.24]"
7136,1.03,61.6,57.0,4175,4,0,2,"(0.98, 1.24]"
7139,1.11,61.0,60.0,4177,3,5,1,"(0.98, 1.24]"
7140,1.03,57.6,58.0,4177,1,6,1,"(0.98, 1.24]"
7142,1.2,61.8,56.0,4177,3,0,1,"(0.98, 1.24]"
7146,0.93,62.0,56.0,4179,4,5,2,"(0.72, 0.98]"
7150,0.79,61.9,57.0,4180,4,4,5,"(0.72, 0.98]"
7155,0.83,62.1,57.0,4181,4,3,4,"(0.72, 0.98]"
7156,0.85,60.7,57.0,4181,4,5,2,"(0.72, 0.98]"
7160,0.73,61.7,57.0,4182,4,3,6,"(0.72, 0.98]"
7163,0.93,61.1,59.0,4182,3,4,2,"(0.72, 0.98]"
7165,0.9,62.0,55.0,4183,3,4,2,"(0.72, 0.98]"
7166,0.92,61.4,55.0,4183,4,5,2,"(0.72, 0.98]"
7167,0.78,62.3,54.0,4183,4,6,3,"(0.72, 0.98]"
7171,0.9,66.2,55.0,4183,0,4,4,"(0.72, 0.98]"
7173,0.65,62.3,56.0,4184,4,5,7,"(0.46, 0.72]"
7174,1.0,59.9,63.0,4184,1,5,1,"(0.98, 1.24]"
7177,1.01,63.8,53.0,4185,1,3,1,"(0.98, 1.24]"
7178,1.01,63.4,55.0,4185,2,1,2,"(0.98, 1.24]"
7182,0.9,61.2,59.0,4186,2,4,3,"(0.72, 0.98]"
7183,0.96,62.6,60.0,4186,2,5,1,"(0.72, 0.98]"
7184,1.01,59.7,60.0,4186,2,1,2,"(0.98, 1.24]"
7190,0.9,63.4,53.0,4187,2,6,2,"(0.72, 0.98]"
7192,0.91,63.7,59.0,4188,2,5,2,"(0.72, 0.98]"
7195,0.87,62.1,58.0,4189,3,6,2,"(0.72, 0.98]"
7197,0.85,63.0,57.0,4189,4,5,4,"(0.72, 0.98]"
7202,0.9,57.9,60.0,4190,1,5,2,"(0.72, 0.98]"
7205,1.21,62.4,58.0,4191,2,0,3,"(0.98, 1.24]"
7208,0.9,62.2,55.0,4191,4,5,1,"(0.72, 0.98]"
7209,1.04,57.6,63.0,4191,1,6,1,"(0.98, 1.24]"
7212,1.01,63.4,58.0,4191,2,2,2,"(0.98, 1.24]"
7217,1.01,58.8,62.0,4191,3,2,2,"(0.98, 1.24]"
7220,1.21,63.7,55.0,4192,1,0,1,"(0.98, 1.24]"
7221,0.89,60.8,56.0,4192,4,6,1,"(0.72, 0.98]"
7222,1.04,63.2,54.0,4193,2,1,2,"(0.98, 1.24]"
7229,0.9,61.8,56.0,4194,4,2,4,"(0.72, 0.98]"
7233,1.01,60.2,59.0,4194,4,0,2,"(0.98, 1.24]"
7238,1.13,59.9,57.0,4195,2,1,1,"(0.98, 1.24]"
7243,1.06,62.7,57.0,4196,4,2,2,"(0.98, 1.24]"
7244,1.11,62.0,57.0,4196,4,5,1,"(0.98, 1.24]"
7245,1.11,61.8,58.0,4196,3,1,1,"(0.98, 1.24]"
7247,1.0,61.8,57.0,4197,4,4,1,"(0.98, 1.24]"
7249,1.18,61.3,60.0,4197,3,0,1,"(0.98, 1.24]"
7250,1.01,61.0,60.0,4197,3,4,1,"(0.98, 1.24]"
7256,1.01,60.8,55.0,4197,4,4,1,"(0.98, 1.24]"
7257,0.7,59.2,59.0,4198,1,6,6,"(0.46, 0.72]"
7258,1.19,58.4,60.0,4198,3,0,1,"(0.98, 1.24]"
7259,0.9,61.5,56.0,4198,4,4,1,"(0.72, 0.98]"
7262,1.05,62.5,58.0,4199,2,0,2,"(0.98, 1.24]"
7263,1.03,61.6,56.0,4199,4,5,1,"(0.98, 1.24]"
7264,0.91,61.6,56.0,4199,4,1,3,"(0.72, 0.98]"
7269,1.0,61.4,56.0,4200,4,1,2,"(0.98, 1.24]"
7271,1.04,60.9,58.0,4200,2,3,1,"(0.98, 1.24]"
7272,1.04,61.2,58.0,4200,3,3,1,"(0.98, 1.24]"
7273,1.04,62.9,58.0,4200,2,3,1,"(0.98, 1.24]"
7288,1.07,59.9,59.0,4201,2,3,1,"(0.98, 1.24]"
7289,1.1,60.0,60.0,4201,3,5,1,"(0.98, 1.24]"
7290,0.91,59.9,62.0,4201,2,2,3,"(0.72, 0.98]"
7292,0.91,61.9,59.0,4201,3,2,3,"(0.72, 0.98]"
7294,0.9,60.9,57.0,4201,4,2,4,"(0.72, 0.98]"
7295,1.05,62.3,56.0,4201,4,0,3,"(0.98, 1.24]"
7297,1.1,60.5,59.0,4202,2,1,1,"(0.98, 1.24]"
7298,1.11,61.1,58.0,4202,2,1,1,"(0.98, 1.24]"
7302,1.2,60.2,60.0,4203,3,6,1,"(0.98, 1.24]"
7306,0.91,62.1,56.0,4204,3,4,2,"(0.72, 0.98]"
7312,1.07,59.7,59.0,4206,3,1,1,"(0.98, 1.24]"
7314,1.02,60.9,59.0,4207,3,2,1,"(0.98, 1.24]"
7315,1.02,59.8,59.0,4207,3,2,1,"(0.98, 1.24]"
7316,1.02,60.0,60.0,4207,2,4,1,"(0.98, 1.24]"
7320,0.59,60.9,57.0,4208,4,6,7,"(0.46, 0.72]"
